altitude,angular_velocity.x,angular_velocity.y,angular_velocity.z,current,latitude,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,longitude,sequence,timestamp,topic,twist.linear.x,twist.linear.y,twist.linear.z,voltage
,0.0042202528566122055,0.0042451368644833565,0.0042566112242639065,,,-0.001227645669132471,0.00019398258882574737,-9.818047523498535,,0,2025-06-25T02:23:12.207Z,/ap/imu/experimental/data,,,,
,0.004207541234791279,0.004272118676453829,0.00418391078710556,,,-0.00034665039856918156,-0.0006248806603252888,-9.818304061889648,,0,2025-06-25T02:23:12.212Z,/ap/imu/experimental/data,,,,
584.0899658203125,,,,,-35.36326217651367,,,,149.1652374267578,0,2025-06-25T02:23:12.217Z,/ap/navsat,,,,
,0.004210549872368574,0.004261376801878214,0.004218537826091051,,,-0.000777319073677063,-0.0007801972096785903,-9.81816291809082,,0,2025-06-25T02:23:12.217Z,/ap/imu/experimental/data,,,,
,,,,,,,,,,0,2025-06-25T02:23:12.223Z,/ap/twist/filtered,0.018636975437402725,-0.015146967023611069,6.339823448797688e-05,
,0.004208289552479982,0.004260201007127762,0.004270373377948999,,,-0.001059346948750317,-0.001093946979381144,-9.817610740661621,,0,2025-06-25T02:23:12.223Z,/ap/imu/experimental/data,,,,
,0.004209595266729593,0.004222998395562172,0.004280162043869495,,,-0.0009940459858626127,-0.0016809665830805898,-9.817018508911133,,0,2025-06-25T02:23:12.228Z,/ap/imu/experimental/data,,,,
,0.004209415055811405,0.004217157140374184,0.004274384118616581,,,-0.00015684880781918764,-0.0011654052650555968,-9.817039489746094,,0,2025-06-25T02:23:12.240Z,/ap/imu/experimental/data,,,,
,0.004189508501440287,0.004249562509357929,0.004217560403048992,,,-8.557813271181658e-05,-0.0011167050106450915,-9.817134857177734,,0,2025-06-25T02:23:12.246Z,/ap/imu/experimental/data,,,,
,0.004153122194111347,0.004216496367007494,0.004192040767520666,,,-0.0005955795058980584,-0.0002885355497710407,-9.817285537719727,,0,2025-06-25T02:23:12.252Z,/ap/imu/experimental/data,,,,
,,,,,,,,,,0,2025-06-25T02:23:12.258Z,/ap/twist/filtered,0.018499765545129776,-0.01500569749623537,7.065653335303068e-05,
