altitude,angular_velocity.x,angular_velocity.y,angular_velocity.z,current,latitude,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,longitude,sequence,timestamp,topic,twist.linear.x,twist.linear.y,twist.linear.z,voltage
,0.00010296408436261117,-2.9622906367876567e-05,4.7826288209762424e-05,,,-0.0008933994104154408,-0.00017247648793272674,-9.818313598632812,,0,2025-06-25T01:38:22.768Z,/ap/imu/experimental/data,,,,
,0.00011301509221084416,-8.249719940067735e-06,4.71322528028395e-06,,,-0.0012004449963569641,0.0002484433352947235,-9.817588806152344,,0,2025-06-25T01:38:22.773Z,/ap/imu/experimental/data,,,,
,7.565571286249906e-05,2.3524986318079755e-05,-2.5461529730819166e-05,,,-0.0014716258738189936,-0.0008493070490658283,-9.816705703735352,,0,2025-06-25T01:38:22.780Z,/ap/imu/experimental/data,,,,
,,,,,,,,,,0,2025-06-25T01:38:22.786Z,/ap/twist/filtered,0.0,0.0,0.0,
,-2.579765350674279e-05,2.466765363351442e-05,-2.5923216071532806e-06,,,-0.002456510905176401,-0.0008290436817333102,-9.817520141601562,,0,2025-06-25T01:38:22.791Z,/ap/imu/experimental/data,,,,
,-3.2256735721603036e-05,2.0959078028681688e-05,4.527328201220371e-05,,,-0.002414529211819172,-0.0013947617262601852,-9.817390441894531,,0,2025-06-25T01:38:22.799Z,/ap/imu/experimental/data,,,,
,-2.8759619453921914e-05,1.1582910701690707e-05,8.21959984023124e-05,,,-0.0023364578373730183,-0.0016555821057409048,-9.817220687866211,,0,2025-06-25T01:38:22.803Z,/ap/imu/experimental/data,,,,
,1.3998226677358616e-05,-4.390263347886503e-05,6.800460687372833e-05,,,-0.0015460443682968616,-0.0008226304780691862,-9.817300796508789,,0,2025-06-25T01:38:22.809Z,/ap/imu/experimental/data,,,,
,3.712915349751711e-05,-6.726391438860446e-05,5.472348857438192e-05,,,-0.0010638398816809058,-0.00019026442896574736,-9.817378997802734,,0,2025-06-25T01:38:22.815Z,/ap/imu/experimental/data,,,,
,,,,,,,,,,0,2025-06-25T01:38:22.827Z,/ap/twist/filtered,0.0,0.0,0.0,
,2.4009987100725994e-06,-2.367300294281449e-05,2.1901956642977893e-05,,,-0.000733048131223768,0.0005194131517782807,-9.818092346191406,,0,2025-06-25T01:38:22.827Z,/ap/imu/experimental/data,,,,
,-2.7317378226143774e-06,-6.961767212487757e-06,3.1721751838631462e-06,,,-0.0009397573303431273,0.0003590244450606406,-9.818046569824219,,0,2025-06-25T01:38:22.832Z,/ap/imu/experimental/data,,,,
